Date,Month,Buying_Discounted_CF,Renting_Discounted_CF,Buying_Cumulative_NPV,Renting_Cumulative_NPV,Buying_Net_CF,Renting_Net_CF
2029-12-31,50,-1431.4387124213338,-1404.8408076848245,-116326.42144296483,-317033.7081688945,-1680.0629727259093,-1648.8453212036084
2030-01-31,51,-1429.166914026649,-1407.7719946467698,-117755.58835699147,-318441.4801635413,-1682.887949310517,-1657.694774428358
2030-02-28,52,-1426.8947007785086,-1410.7159529382382,-119182.48305776998,-319852.1961164795,-1685.7129264095283,-1666.5995858437639
2030-03-31,53,-1424.6220994808625,-1413.6724150995137,-120607.10515725084,-321265.86853157904,-1688.537903914988,-1675.559755449826
2030-04-30,54,-1422.349136786805,-1416.6411157793016,-122029.45429403766,-322682.5096473583,-1691.3628817415968,-1684.5752832465446
2030-05-31,55,-1420.0758391950972,-1419.6217917221848,-123449.53013323275,-324102.1314390805,-1694.1878598219566,-1693.6461692339194
2030-06-30,56,-1417.8022330476026,-1422.614181756151,-124867.33236628036,-325524.7456208367,-1697.0128381028144,-1702.7724134119503
2030-07-31,57,-1415.5283445274406,-1425.6180267801815,-126282.8607108078,-326950.3636476169,-1699.8378165420922,-1711.9540157806375
2030-08-31,58,-1413.2541996577015,-1428.6330697519036,-127696.1149104655,-328378.9967173688,-1702.6627951065436,-1721.190976339981
2030-09-30,59,-1410.979824300607,-1431.659055675308,-129107.09473476611,-329810.6557730441,-1705.487773769899,-1730.4832950899809
2030-10-31,60,-1408.705244157017,-1434.695731588529,-130515.79997892313,-331245.3515046326,-1708.3127525114014,-1739.830972030637
2030-11-30,61,-1406.4304847662122,-1437.742846551688,-131922.23046368934,-332683.09435118426,-1711.1377313146513,-1749.2340071619492
2030-12-31,62,-1404.1555715058892,-1440.8001516348004,-133326.38603519523,-334123.89450281905,-1713.9627101666895,-1758.6924004839177
2031-01-31,63,-1401.880529592327,-1443.8673999057448,-134728.26656478757,-335567.76190272486,-1716.7876890572775,-1768.2061519965425
2031-02-28,64,-1399.605384080681,-1446.9443464182937,-136127.87194886824,-337014.7062491431,-1719.6126679783245,-1777.7752616998237
2031-03-31,65,-1397.3301598653863,-1450.0307482002074,-137525.20210873362,-338464.73699734337,-1722.4376469234387,-1787.399729593761
2031-04-30,66,-1395.0548816806336,-1453.1263642413878,-138920.25699041426,-339917.8633615847,-1725.262625887569,-1797.0795556783546
2031-05-31,67,-1392.7795741009168,-1456.2309554820977,-140313.03656451518,-341374.09431706683,-1728.0876048667246,-1806.8147399536044
2031-06-30,68,-1390.5042615416212,-1459.3442848012355,-141703.5408260568,-342833.43860186805,-1730.912583857752,-1816.6052824195106
2031-07-31,69,-1388.2289682596543,-1462.4661170046745,-143091.76979431644,-344295.90471887274,-1733.7375628581603,-1826.451183076073
2031-08-31,70,-1385.9537183541038,-1465.5962188136632,-144477.72351267055,-345761.5009376864,-1736.5625418659804,-1836.3524419232917
2031-09-30,71,-1383.678535766918,-1468.7343588532822,-145861.40204843748,-347230.2352965397,-1739.3875208796571,-1846.3090589611666
2031-10-31,72,-1381.4034442836016,-1471.8803076409654,-147242.8054927211,-348702.1156041806,-1742.2124998979607,-1856.3210341896977
2031-11-30,73,-1379.1284675339264,-1475.0338375750769,-148621.933960255,-350177.1494417557,-1745.0374789199209,-1866.3883676088851
2031-12-31,74,-1376.8536289926496,-1478.194722923552,-149998.78758924766,-351655.3441646793,-1747.8624579447699,-1876.5110592187289
2032-01-31,75,-1374.5789519802372,-1481.3627398125914,-151373.3665412279,-353136.7069044919,-1750.6874369719014,-1886.689109019229
2032-02-29,76,-1372.3044596635948,-1484.5376662154188,-152745.6710008915,-354621.24457070726,-1753.5124160008365,-1896.922517010385
2032-03-31,77,-1370.0301750567996,-1487.7192819410973,-154115.7011759483,-356108.9638526484,-1756.337395031197,-1907.2112831921975
2032-04-30,78,-1367.7561210218325,-1490.9073686233992,-155483.45729697015,-357599.8712212718,-1759.1623740626833,-1917.5554075646662
2032-05-31,79,-1365.4823202693135,-1494.1017097097392,-156848.93961723946,-359093.97293098154,-1761.987353095059,-1927.9548901277913
2032-06-30,80,-1363.2087953592354,-1497.302090450163,-158212.1484125987,-360591.2750214317,-1764.8123321281378,-1938.4097308815726
2032-07-31,81,-1360.9355687016953,-1500.5082978863918,-159573.0839813004,-362091.7833193181,-1767.6373111617722,-1948.91992982601
2032-08-31,82,-1358.6626625576282,-1503.7201208409285,-160931.74664385803,-363595.503440159,-1770.4622901958455,-1959.4854869611038
2032-09-30,83,-1356.3900990395337,-1506.9373499062149,-162288.13674289756,-365102.4407900652,-1773.2872692302656,-1970.1064022868538
2032-10-31,84,-1354.117900112206,-1510.1597774338504,-163642.25464300977,-366612.60056749906,-1776.1122482649594,-1980.7826758032602
2032-11-30,85,-1351.846087593459,-1513.3871975238658,-164994.10073060324,-368125.9877650229,-1778.93722729987,-1991.5143075103229
2032-12-31,86,-1349.5746831548472,-1516.61940601405,-166343.6754137581,-369642.607171037,-1781.7622063349515,-2002.3012974080416
2033-01-31,87,-1347.3037083223885,-1519.8562004693379,-167690.97912208046,-371162.4633715063,-1784.5871853701683,-2013.1436454964166
2033-02-28,88,-1345.033184477279,-1523.0973801712496,-169036.01230655774,-372685.5607516776,-1787.4121644054917,-2024.041351775448
2033-03-31,89,-1342.7631328566104,-1526.3427461073873,-170378.77543941434,-374211.903497785,-1790.2371434408997,-2034.9944162451357
2033-04-30,90,-1340.4935745540793,-1529.5921009609847,-171719.2690139684,-375741.49559874594,-1793.0621224763743,-2046.0028389054794
2033-05-31,91,-1338.2245305206975,-1532.8452491005153,-173057.49354448912,-377274.34084784647,-1795.8871015119016,-2057.0666197564797
2033-06-30,92,-1335.9560215654983,-1536.1019965693497,-174393.44956605462,-378810.44284441584,-1798.7120805474706,-2068.185758798136
2033-07-31,93,-1333.6880683562379,-1539.3621510754729,-175727.13763441087,-380349.8049954913,-1801.537059583072,-2079.360256030448
2033-08-31,94,-1331.4206914200977,-1542.6255219812515,-177058.55832583096,-381892.43051747256,-1804.3620386187,-2090.5901114534167
2033-09-30,95,-1329.153911144379,-1545.8919202932552,-178387.71223697535,-383438.3224377658,-1807.1870176543482,-2101.8753250670416
2033-10-31,96,-1326.8877477771991,-1549.1611586521344,-179714.59998475254,-384987.48359641794,-1810.0119966900127,-2113.215896871323
2033-11-30,97,-1324.622221428181,-1552.4330513225473,-181039.2222061807,-386539.9166477405,-1812.8369757256903,-2124.6118268662603
2033-12-31,98,-1322.3573520691418,-1555.707414183142,-182361.57955824985,-388095.62406192365,-1815.6619547613777,-2136.063115051854
2034-01-31,99,-1320.0931595347788,-1558.9840647165938,-183681.67271778462,-389654.6081266402,-1818.4869337970733,-2147.569761428104
2034-02-28,100,-1317.8296635233492,-1562.262821999687,-184999.50238130798,-391216.87094863993,-1821.3119128327749,-2159.13176599501
