ds,yhat,yhat_lower,yhat_upper
2028-11-30,9.536917082161267,8.587068445662524,10.504060438296918
2028-12-31,9.671543767793768,8.748719406858998,10.577204816327473
2029-01-31,9.729478339575834,8.76458495476767,10.823336467795896
2029-02-28,9.886742400316281,8.856256549072938,10.865283946119616
2029-03-31,9.945703241905035,8.981214376203486,10.920499039139926
2029-04-30,10.015895243225982,9.08728929103429,10.988909190515038
2029-05-31,10.044421942530276,9.038132138374461,11.064441714544095
2029-06-30,10.010144944038176,9.001724886379654,11.010105660338914
2029-07-31,9.958194223703781,8.984680677041323,10.96497547200593
2029-08-31,10.05972928153944,8.985538017451145,11.091460199521354
2029-09-30,10.289366229951536,9.304016375998149,11.358446653922046
2029-10-31,10.347473286518474,9.356093448005923,11.358011559158289
2029-11-30,10.258989283664993,9.220080722825438,11.264679293742432
2029-12-31,10.390140407038492,9.36129559267288,11.482584055297632
2030-01-31,10.447562631458009,9.409267831125554,11.493447156317742
2030-02-28,10.618942574156375,9.602731541363246,11.681409747035847
2030-03-31,10.677511685265399,9.684618457899266,11.781809562126991
2030-04-30,10.745161541973008,9.710101193102036,11.804919744673748
2030-05-31,10.769291990486874,9.66943597090244,11.848152482829668
2030-06-30,10.729331358836124,9.681212365564058,11.741492648168173
2030-07-31,10.67689290105425,9.628479532389337,11.733575314336658
2030-08-31,10.786683977016736,9.788791725988087,11.91401391600313
2030-09-30,11.026888981713842,9.89803355040588,12.126909376561706
2030-10-31,11.077881406679513,9.96329614571979,12.11318944929133
2030-11-30,10.98084579244548,9.959240427377539,12.10190795650912
2030-12-31,11.108668317443813,10.062834031571786,12.219638254419484
2031-01-31,11.165873965372773,10.088528408513955,12.269230360311683
2031-02-28,11.351327629237545,10.265944188413817,12.468045993357423
2031-03-31,11.409292369832283,10.326634111560132,12.541338270441614
2031-04-30,11.47422429321022,10.354613001284832,12.599247173084104
2031-05-31,11.493919325368848,10.36815424155106,12.64259792994031
2031-06-30,11.448456716344529,10.228842511095614,12.517476790496609
2031-07-31,11.395840003935048,10.233318918853564,12.599439477701534
2031-08-31,11.514005605688034,10.361166538833128,12.687373294226616
2031-09-30,11.764401589126749,10.646616799362272,12.916984139083075
2031-10-31,11.807980029485131,10.68910560547766,12.99446345287757
2031-11-30,11.702493437227984,10.44059653172039,12.839161111187424
2031-12-31,11.827139684560276,10.644000528395603,13.022753043551681
2032-01-31,11.88442236782824,10.695875446338098,13.212993056098078
2032-02-29,12.060331925887573,10.832291860354632,13.389492085685676
2032-03-31,12.11947311475286,10.903082394082972,13.37415154301519
2032-04-30,12.192026186802881,10.961990874154857,13.416396940695734
2032-05-31,12.224901455919548,10.953045881481952,13.537830298884233
2032-06-30,12.1964804462806,10.951464287112625,13.390026581489874
2032-07-31,12.145328778143508,10.874704639805445,13.463276772368625
2032-08-31,12.238740818595394,11.006393587643071,13.481498960192297
2032-09-30,12.457446021134745,11.166434165214776,13.730768528026196
2032-10-31,12.522358447099213,11.227430247335786,13.77467922536529
2032-11-30,12.442512587431567,11.274056366586695,13.736495550033213
2032-12-31,12.577139273063981,11.407329360731259,13.869580321887568
2033-01-31,12.635073844846001,11.294084853673128,13.88182929046193
2033-02-28,12.792337905586573,11.440535135738564,14.005624588507382
2033-03-31,12.85129874717546,11.513766880456112,14.183710962185568
2033-04-30,12.921490748496307,11.613674120629891,14.314350943266133
2033-05-31,12.950017447800617,11.550326747101538,14.238950304299793
2033-06-30,12.91574044930845,11.616362626822477,14.383289563440432
2033-07-31,12.863789728974226,11.49834590365245,14.276037525287526
2033-08-31,12.965324786809756,11.591340560788135,14.361200835384814
2033-09-30,13.194961735222098,11.82261757411024,14.546736847366939
2033-10-31,13.253068791788909,11.985355232972372,14.605688116795832
2033-11-30,13.164584788935366,11.735973996391825,14.6820660810403
2033-12-31,13.295735912308922,11.838939867226593,14.683908637916876
2034-01-31,13.353158136728432,11.85522220954269,14.851188577092376
2034-02-28,13.524538079426666,12.094757725748265,15.018676094360858
2034-03-31,13.583107190535712,12.187227556994927,15.03831470722208
2034-04-30,13.650757047243317,12.261182092844983,15.114065511489038
2034-05-31,13.674887495757252,12.206978523262434,15.088738285567535
2034-06-30,13.63492686410656,12.11528754752259,15.161863740539024
2034-07-31,13.58248840632469,12.038978646016671,15.121501659152093
2034-08-31,13.692279482287091,12.070204299132712,15.172290946368285
2034-09-30,13.932484486984091,12.401344978639889,15.445400733681902
2034-10-31,13.983476911949817,12.422771052818927,15.492912154591354
2034-11-30,13.886441297715804,12.339103142226667,15.388278712742075
2034-12-31,14.01426382271408,12.439471025242135,15.458616551923443
2035-01-31,14.071469470643109,12.583153457852992,15.597279811028267
2035-02-28,14.256923134508018,12.551276900592672,15.855148741867254
2035-03-31,14.314887875102597,12.649754251998928,15.919458613047215
2035-04-30,14.379819798480508,12.685099412515154,16.0509959662484
2035-05-31,14.399514830639216,12.897737695388093,15.98843051480733
2035-06-30,14.354052221614838,12.696290339808357,15.949572813718392
2035-07-31,14.301435509205483,12.55892170799023,15.883988200958242
2035-08-31,14.419601110958409,12.662129990300343,16.083373809983794
2035-09-30,14.669997094397084,12.953580870682257,16.364843620419663
2035-10-31,14.71357553475543,12.923442580427736,16.42447460989847
2035-11-30,14.608088942498336,12.81154609453265,16.24524106065764
