Date,forecast,lower,upper
2026-01-31,6.237716286092579,5.874365329352036,6.601067242833121
2026-02-28,6.2222804605898565,5.571916675549042,6.872644245630671
2026-03-31,6.196554084751986,5.3516149224326135,7.041493247071358
2026-04-30,6.206577348065442,5.2041446455116445,7.209010050619239
2026-05-31,6.218738907552435,5.08039780828664,7.35708000681823
2026-06-30,6.218939372818705,4.959268942346509,7.4786098032909
2026-07-31,6.205909130511212,4.8356103570554545,7.576207903966969
2026-08-31,6.188201365324106,4.7155616050084,7.660841125639813
2026-09-30,6.156795140275277,4.588478527218127,7.725111753332428
2026-10-31,6.143631254456938,4.485148172264238,7.802114336649638
2026-11-30,6.141426136527978,4.39743208004506,7.885420193010897
2026-12-31,6.137082722425481,4.311578845635268,7.962586599215693
2027-01-31,6.141455041760738,4.223602789948573,8.059307293572902
2027-02-28,6.139392143847746,4.126416772579969,8.152367515115523
2027-03-31,6.135953980659427,4.0321520815063,8.239755879812554
2027-04-30,6.137293524758772,3.9464272539813976,8.328159795536147
2027-05-31,6.138918838265977,3.864318301472842,8.413519375059112
2027-06-30,6.138945629147964,3.7835857442197023,8.494305514076224
2027-07-31,6.137204221818815,3.703763700031005,8.570644743606625
2027-08-31,6.134837693909972,3.625745157029639,8.643930230790305
2027-09-30,6.130640455732024,3.548111086261419,8.71316982520263
2027-10-31,6.128881187814884,3.4749462734419074,8.782816102187862
2027-11-30,6.1285864881130285,3.4051175392763513,8.852055436949705
2027-12-31,6.128006019003313,3.336734677691757,8.919277360314869
2028-01-31,6.128590351109817,3.26972920553074,8.987451496688895
2028-02-29,6.128314658190208,3.202759248269629,9.053870068110786
2028-03-31,6.127855169990859,3.1370924138817395,9.11861792609998
2028-04-30,6.128034191367228,3.0734557801714595,9.182612602562997
2028-05-31,6.128251403970557,3.0111635519912263,9.245339255949888
2028-06-30,6.128254984398085,2.949886836468873,9.306623132327296
2028-07-31,6.128022256608804,2.8895331813478085,9.3665113318698
2028-08-31,6.127705985510551,2.8301919374133075,9.425220033607795
2028-09-30,6.127145051864593,2.7716441497320186,9.482645953997167
2028-10-31,6.126909937123628,2.714407378732444,9.539412495514812
2028-11-30,6.126870552420827,2.6583029636545037,9.595438141187149
2028-12-31,6.126792976491067,2.6030522759493717,9.650533677032762
2029-01-31,6.12687106868528,2.5486572578294417,9.705084879541118
2029-02-28,6.126834224115588,2.494892245316914,9.758776202914262
2029-03-31,6.126772816499435,2.441885979903147,9.811659653095724
2029-04-30,6.126796741544689,2.3897150646634944,9.863878418425884
2029-05-31,6.1268257705995985,2.3382682719146795,9.915383269284519
2029-06-30,6.126826249100503,2.287483026360148,9.966169471840859
2029-07-31,6.126795146541673,2.2373292650660597,10.016261028017286
2029-08-31,6.126752878961723,2.1878020917185728,10.065703666204872
2029-09-30,6.126677913819925,2.1388562320638322,10.114499595576019
2029-10-31,6.126646492260491,2.090545623024867,10.162747361496116
2029-11-30,6.126641228750535,2.042831893362174,10.210450564138895
2029-12-31,6.126630861230925,1.9956640072165177,10.257597715245332
2030-01-31,6.1266412977459295,1.9490319444734547,10.304250651018403
2030-02-28,6.12663637370828,1.9028912829882456,10.350381464428313
2030-03-31,6.126628166978865,1.8572458610458948,10.396010472911835
2030-04-30,6.12663136440591,1.8120945460387912,10.441168182773028
2030-05-31,6.126635243950724,1.7674116158401647,10.485858872061282
2030-06-30,6.126635307899265,1.723178333803876,10.530092281994653
2030-07-31,6.126631151244106,1.6793807641463383,10.573881538341872
2030-08-31,6.126625502456326,1.636008764370879,10.617242240541774
2030-09-30,6.126615483851586,1.5930472014491786,10.660183766253994
2030-10-31,6.126611284564066,1.5504945843435571,10.702727984784575
2030-11-30,6.126610581130116,1.5083374474935862,10.744883714766646
2030-12-31,6.126609195578396,1.4665609748299344,10.786657416326857
2031-01-31,6.126610590350903,1.4251564120294704,10.828064768672334
2031-02-28,6.126609932285223,1.3841103057686448,10.869109558801803
2031-03-31,6.126608835509092,1.3434159662883962,10.909801704729787
2031-04-30,6.126609262824468,1.3030664423638116,10.950152083285126
2031-05-31,6.126609781300457,1.263051756821734,10.99016780577918
2031-06-30,6.126609789846765,1.2233631129881344,11.029856466705397
2031-07-31,6.126609234336776,1.1839925902120223,11.06922587846153
2031-08-31,6.126608479412945,1.1449329974658449,11.108283961360044
2031-09-30,6.1266071404914335,1.1061766884199473,11.14703759256292
2031-10-31,6.126606579283907,1.0677180412016005,11.185495117366212
2031-11-30,6.126606485274524,1.0295500251797014,11.223662945369348
2031-12-31,6.126606300104528,0.9916656116400357,11.26154698856902
2032-01-31,6.126606486506822,0.9540587807308096,11.299154192282835
2032-02-29,6.1266063985606145,0.9167230109993225,11.336489786121906
2032-03-31,6.126606251983602,0.8796528449629566,11.373559659004247
2032-04-30,6.126606309091529,0.8428429534042214,11.410369664778838
2032-05-31,6.126606378382481,0.8062877467249336,11.446925010040028
2032-06-30,6.126606379524639,0.7699819306929996,11.483230828356279
2032-07-31,6.126606305284334,0.7339204596894593,11.519292150879208
2032-08-31,6.126606204393663,0.6980985114141509,11.555113897373175
2032-09-30,6.126606025455491,0.6625113231103557,11.590700727800627
2032-10-31,6.1266059504537465,0.6271545178420714,11.626057383065422
2032-11-30,6.126605937890003,0.5920236408134611,11.661188234966545
2032-12-31,6.126605913143234,0.5571143432985073,11.696097482987962
2033-01-31,6.126605938054691,0.5224225154193363,11.730789360690046
2033-02-28,6.126605926301251,0.48794407357161695,11.765267779030886
2033-03-31,6.126605906712185,0.45367516993107593,11.799536643493294
2033-04-30,6.126605914344289,0.41961206475908686,11.833599763929492
2033-05-31,6.126605923604575,0.3857510696572293,11.86746077755192
2033-06-30,6.126605923757217,0.35208861847721096,11.901123229037223
2033-07-31,6.126605913835482,0.3186212578755745,11.93459056979539
2033-08-31,6.126605900352098,0.2853456408915438,11.967866159812653
2033-09-30,6.126605876438173,0.2522585021641035,12.000953250712243
2033-10-31,6.1266058664146765,0.21935669877936093,12.033855034049992
2033-11-30,6.126605864735613,0.18663714567525247,12.066574583795974
2033-12-31,6.126605861428368,0.1540968377178933,12.099114885138842
2034-01-31,6.1266058647576225,0.12173286533188765,12.131478864183357
2034-02-28,6.126605863186851,0.08954238311072427,12.163669343262978
2034-03-31,6.126605860568899,0.05752263608552166,12.195689085052276
2034-04-30,6.126605861588881,0.02567094069829512,12.227540782479466
2034-05-31,6.126605862826458,-0.006015324902235442,12.25922705055515
2034-06-30,6.126605862846858,-0.03753871328173641,12.29075043897545
2034-07-31,6.126605861520882,-0.06890171079732443,12.322113433839089
2034-08-31,6.126605859718915,-0.10010674019196397,12.353318459629794
2034-09-30,6.126605856522974,-0.13115616556811638,12.384367878614064
2034-10-31,6.126605855183398,-0.1620522885196154,12.415263998886413
2034-11-30,6.126605854959003,-0.19279735828818723,12.446009068206193
