Date,Month,Buying_Wealth,Renting_Wealth,Wealth_Difference,Buying_Equity,Buying_CumulativeCosts,Renting_InvestmentValue,Renting_CumulativeRent
2033-06-30,92,-55073.98061418097,269248.77538719634,324322.7560013773,140570.21826237766,195644.19887655863,419967.45611221716,150718.68072502082
2033-07-31,93,-55683.18329253921,269543.9721860031,325227.1554785423,141762.55264360248,197445.7359361417,422342.0131670544,152798.04098105128
2033-08-31,94,-56294.04777104972,269841.3652202056,326135.41299125535,142956.05020371068,199250.0979747604,424729.99631271034,154888.6310925047
2033-09-30,95,-56906.568003397784,270140.97504468274,327047.5430480805,144150.71698901698,201057.28499241476,427131.4814622545,156990.50641757174
2033-10-31,96,-57520.737911839096,270442.82264353684,327963.56055537594,145346.55907726567,202867.29698910477,429546.5449579799,159103.72231444306
2033-11-30,97,-58136.55138703619,270746.9294325206,328883.48081955675,146543.58257779427,204680.13396483046,431975.2635738299,161228.33414130931
2033-12-31,98,-58754.00228789466,271053.31726147793,329807.3195493726,147741.79363169716,206495.79591959182,434417.7145178391,163364.39725636118
2034-01-31,99,-59373.08444139766,271362.00841679797,330735.09285819565,148941.19841199124,208314.2828533889,436873.9754345873,165511.96701778928
2034-02-28,100,-59993.791642440396,271673.0256238838,331666.8172663242,150141.80312378128,210135.59476622168,439344.12440766813,167671.09878378428
2034-03-31,101,-60616.11765366307,271986.3920496345,332602.5097032975,151343.6140044271,211959.73165809017,441828.23996217136,169841.84791253685
2034-04-30,102,-61240.056205283414,272302.13130494126,333542.18751022464,152546.63732371095,213786.69352899436,444326.4010671789,172024.26976223764
2034-05-31,103,-61865.6009949283,272620.2674471979,334485.8684421262,153750.87938400597,215616.48037893427,446838.68713827524,174218.41969107732
2034-06-30,104,-62492.74568746399,272940.8249828259,335433.5706702899,154956.3465204459,217449.09220790988,449365.1780400724,176424.3530572465
2034-07-31,105,-63121.48391482621,273263.8288698123,336385.3127846385,156163.04510109502,219284.52901592123,451905.9540887482,178642.1252189359
2034-08-31,106,-63751.80927584876,273589.3045202639,337341.1137961127,157370.98152711953,221122.7908029683,454461.0960546,180871.7915343361
2034-09-30,107,-64383.715336091554,273917.27780297445,338300.99313906603,158580.16223295953,222963.87756905108,457030.6851646123,183113.40736163783
2034-10-31,108,-65017.195627667505,274247.7750460068,339264.97067367425,159790.59368650208,224807.78931416958,459614.8031050385,185367.02805903173
2034-11-30,109,-65652.2436490691,274580.8230392896,340233.0666883587,161002.28238925472,226654.52603832382,462213.53202399804,187632.7089847084
2034-12-31,110,-66288.85286499301,274916.4490372292,341205.3019022222,162215.23487652076,228504.08774151377,464826.9545340878,189910.5054968586
2035-01-31,111,-66927.01670616504,275254.6807613355,342181.6974675005,163429.4577175744,230356.47442373945,467455.15371500835,192200.47295367287
2035-02-28,112,-67566.7285691631,275595.54640286294,343162.274972026,164644.95751583774,232211.68608500084,470098.2131162049,194502.66671334195
2035-03-31,113,-68207.98181623983,275939.07462546683,344147.05644170666,165861.74090905814,234069.72272529796,472756.2167595233,196817.14213405646
