Date,Month,Buying_Discounted_CF,Renting_Discounted_CF,Buying_Cumulative_NPV,Renting_Cumulative_NPV,Buying_Net_CF,Renting_Net_CF
2031-10-31,72,-1298.8086642086034,-1293.3129654682573,-152297.88023414146,-344185.82604263443,-1638.0447718758185,-1631.1136504277538
2031-11-30,73,-1295.7118247462638,-1292.637202752296,-153593.5920588877,-345478.4632453867,-1639.4888143416042,-1635.5984366579505
2031-12-31,74,-1292.621366491941,-1291.9520795353458,-154886.21342537965,-346770.41532492207,-1640.9328568073902,-1640.0832228881472
2032-01-31,75,-1289.5372807748709,-1291.2576641003227,-156175.75070615453,-348061.6729890224,-1642.376899273176,-1644.568009118344
2032-02-29,76,-1286.4595589129328,-1290.5540243841879,-157462.21026506746,-349352.2270134066,-1643.8209417389617,-1649.0527953485407
2032-03-31,77,-1283.388192212815,-1289.8412279794768,-158745.59845728028,-350642.06824138603,-1645.2649842047474,-1653.5375815787374
2032-04-30,78,-1280.3231719701794,-1289.1193421358246,-160025.92162925046,-351931.1875835218,-1646.7090266705331,-1658.0223678089342
2032-05-31,79,-1277.2644894698262,-1288.3884337614836,-161303.18611872027,-353219.57601728337,-1648.153069136319,-1662.507154039131
2032-06-30,80,-1274.2121359858588,-1287.6485694248356,-162577.39825470615,-354507.2245867082,-1649.5971116021049,-1666.9919402693276
2032-07-31,81,-1271.1661027818443,-1286.8998153558966,-163848.56435748798,-355794.1244020641,-1651.0411540678906,-1671.4767264995244
2032-08-31,82,-1268.1263811109773,-1286.1422374478182,-165116.69073859896,-357080.2666395119,-1652.4851965336766,-1675.961512729721
2032-09-30,83,-1265.0929622162387,-1285.375901258378,-166381.7837008152,-358365.64254077023,-1653.9292389994623,-1680.4462989599178
2032-10-31,84,-1262.0658373305564,-1284.6008720114694,-167643.84953814576,-359650.24341278174,-1655.373281465248,-1684.9310851901146
2032-11-30,85,-1259.0449976769657,-1283.8172145985811,-168902.89453582274,-360934.0606273803,-1656.8173239310338,-1689.4158714203113
2032-12-31,86,-1256.0304344687636,-1283.0249935802717,-170158.9249702915,-362217.08562096057,-1658.2613663968195,-1693.900657650508
2033-01-31,87,-1253.022138909669,-1282.2242731876395,-171411.94710920117,-363499.30989414826,-1659.7054088626053,-1698.3854438807048
2033-02-28,88,-1250.0201021939772,-1281.4151173237844,-172661.96721139515,-364780.725011472,-1661.149451328391,-1702.8702301109015
2033-03-31,89,-1247.024315506716,-1280.5975895652655,-173908.99152690187,-366061.3226010373,-1662.593493794177,-1707.3550163410982
2033-04-30,90,-1244.0347700237987,-1279.7717531635494,-175153.02629692567,-367341.0943542008,-1664.0375362599627,-1711.839802571295
2033-05-31,91,-1241.0514569121785,-1278.937671046458,-176394.07775383786,-368620.0320252473,-1665.4815787257485,-1716.3245888014917
2033-06-30,92,-1238.0743673300005,-1278.0954058196053,-177632.15212116786,-369898.1274310669,-1666.9256211915342,-1720.8093750316884
2033-07-31,93,-1235.103492426754,-1277.24501976783,-178867.2556135946,-371175.3724508347,-1668.3696636573202,-1725.2941612618852
2033-08-31,94,-1232.138823343421,-1276.3865748566232,-180099.39443693802,-372451.7590256913,-1669.813706123106,-1729.778947492082
2033-09-30,95,-1229.1803512126285,-1275.5201327335487,-181328.57478815064,-373727.2791584249,-1671.2577485888917,-1734.2637337222786
2033-10-31,96,-1226.2280671587964,-1274.645754729659,-182554.80285530945,-375001.92491315457,-1672.7017910546776,-1738.7485199524754
2033-11-30,97,-1223.2819622982845,-1273.7635018609028,-183778.08481760774,-376275.68841501547,-1674.1458335204634,-1743.233306182672
