Date,Month,Cumulative_Buying,Cumulative_Renting,Cost_Difference,Buying_Monthly,Renting_Monthly,Is_BreakEven,BreakEven_Month,BreakEven_Date
2025-11-30,1,51997.024914839465,1314.387555875898,50682.63735896357,1535.517740429682,1314.387555875898,False,,
2025-12-31,2,53533.98669773493,2634.287503298472,50899.699194436456,1536.9617828954676,1319.899947422574,False,,
2026-01-31,3,55072.39252309618,3958.1327812187797,51114.2597418774,1538.4058253612536,1323.8452779203076,False,,
2026-02-28,4,56612.242390923224,5286.004910109408,51326.23748081381,1539.8498678270394,1327.8721288906286,False,,
2026-03-31,5,58153.53630121605,6617.617113232482,51535.91918798357,1541.293910292825,1331.6122031230739,False,,
2026-04-30,6,59696.27425397466,7953.532013396671,51742.742240577994,1542.7379527586108,1335.9149001641892,False,,
2026-05-31,7,61240.45624919906,9293.904685285945,51946.55156391311,1544.1819952243968,1340.3726718892735,False,,
2026-06-30,8,62786.08228688924,10638.190529257998,52147.891757631245,1545.6260376901826,1344.2858439720521,False,,
2026-07-31,9,64333.15236704521,11986.775629800983,52346.37673724422,1547.0700801559683,1348.585100542985,False,,
2026-08-31,10,65881.66648966697,13339.545050157842,52542.12143950912,1548.514122621754,1352.769420356859,False,,
2026-09-30,11,67431.6246547545,14696.141321072482,52735.483333682016,1549.9581650875398,1356.5962709146413,False,,
2026-10-31,12,68983.02686230783,16057.713704782107,52925.31315752572,1551.4022075533255,1361.5723837096248,False,,
2026-11-30,13,70535.87311232694,17423.642674570292,53112.23043775665,1552.8462500191113,1365.9289697881866,False,,
2026-12-31,14,72090.16340481184,18794.34811673279,53295.81528807906,1554.2902924848972,1370.705442162497,False,,
2027-01-31,15,73645.89773976253,20169.532657460055,53476.36508230247,1555.734334950683,1375.1845407272667,False,,
2027-02-28,16,75203.07611717899,21549.314450886966,53653.761666292026,1557.178377416469,1379.7817934269108,False,,
2027-03-31,17,76761.69853706125,22933.80334745684,53827.89518960442,1558.6224198822547,1384.4888965698722,False,,
2027-04-30,18,78321.7649994093,24322.617793183166,53999.14720622613,1560.0664623480404,1388.8144457263263,False,,
2027-05-31,19,79883.27550422311,25716.03780989627,54167.23769432685,1561.5105048138262,1393.4200167131016,False,,
2027-06-30,20,81446.23005150273,27113.64160114767,54332.58845035506,1562.954547279612,1397.6037912513987,False,,
2027-07-31,21,83010.62864124813,28515.91169308472,54494.716948163405,1564.3985897453977,1402.2700919370516,False,,
2027-08-31,22,84576.4712734593,29922.47753935086,54653.993734108444,1565.8426322111836,1406.5658462661415,False,,
2027-09-30,23,86143.75794813628,31333.636686947208,54810.121261189066,1567.2866746769694,1411.1591475963462,False,,
2027-10-31,24,87712.48866527903,32749.480603150787,54963.00806212824,1568.730717142755,1415.8439162035793,False,,
2027-11-30,25,89282.66342488758,34169.8093058534,55112.85411903418,1570.1747596085409,1420.3287027026145,False,,
2027-12-31,26,90854.28222696189,35594.62279505505,55259.65943190684,1571.6188020743266,1424.8134892016496,False,,
2028-01-31,27,92427.345071502,37023.921070755736,55403.424000746265,1573.0628445401123,1429.2982757006848,False,,
2028-02-29,28,94001.8519585079,38457.704132955456,55544.14782555245,1574.506887005898,1433.78306219972,False,,
2028-03-31,29,95577.80288797959,39895.97198165421,55681.83090632538,1575.9509294716843,1438.2678486987552,False,,
2028-04-30,30,97155.19785991707,41338.72461685201,55816.47324306506,1577.39497193747,1442.7526351977904,False,,
2028-05-31,31,98734.03687432031,42785.96203854883,55948.074835771484,1578.8390144032558,1447.2374216968255,False,,
2028-06-30,32,100314.31993118935,44237.68424674469,56076.635684444664,1580.2830568690415,1451.7222081958607,False,,
2028-07-31,33,101896.04703052418,45693.89124143959,56202.15578908459,1581.7270993348272,1456.206994694896,False,,
2028-08-31,34,103479.21817232479,47154.583022633524,56324.63514969127,1583.171141800613,1460.691781193931,False,,
2028-09-30,35,105063.8333565912,48619.75959032649,56444.073766264715,1584.6151842663987,1465.1765676929663,False,,
2028-10-31,36,106649.89258332338,50089.42094451849,56560.47163880489,1586.0592267321845,1469.6613541920015,False,,
2028-11-30,37,108237.39585252135,51563.56708520953,56673.828767311825,1587.5032691979704,1474.1461406910366,False,,
2028-12-31,38,109826.3431641851,53042.1980123996,56784.1451517855,1588.9473116637562,1478.6309271900718,False,,
2029-01-31,39,111416.73451831465,54525.31372608871,56891.420792225945,1590.391354129542,1483.115713689107,False,,
2029-02-28,40,113008.56991490998,56012.91422627685,56995.65568863313,1591.8353965953277,1487.6005001881422,False,,
2029-03-31,41,114601.84935397109,57504.99951296403,57096.84984100706,1593.2794390611134,1492.0852866871774,False,,
2029-04-30,42,116196.572835498,59001.569586150246,57195.00324934775,1594.7234815268994,1496.5700731862125,False,,
2029-05-31,43,117792.74035949068,60502.62444583549,57290.11591365519,1596.1675239926853,1501.0548596852477,False,,
2029-06-30,44,119390.35192594914,62008.164092019775,57382.18783392937,1597.611566458471,1505.539646184283,False,,
2029-07-31,45,120989.4075348734,63518.188524703095,57471.21901017031,1599.0556089242568,1510.024432683318,False,,
2029-08-31,46,122589.90718626344,65032.69774388545,57557.20944237799,1600.4996513900426,1514.5092191823533,False,,
2029-09-30,47,124191.85088011928,66551.69174956685,57640.159130552434,1601.9436938558283,1518.9940056813884,False,,
2029-10-31,48,125795.2386164409,68075.17054174727,57720.06807469363,1603.387736321614,1523.4787921804236,False,,
2029-11-30,49,127400.0703952283,69603.13412042672,57796.93627480157,1604.8317787873998,1527.9635786794588,False,,
2029-12-31,50,129006.34621648148,71135.58248560522,57870.763730876264,1606.2758212531855,1532.448365178494,False,,
2030-01-31,51,130614.06608020046,72672.51563728275,57941.55044291771,1607.7198637189713,1536.9331516775292,False,,
2030-02-28,52,132223.2299863852,74213.93357545932,58009.29641092589,1609.1639061847573,1541.4179381765643,False,,
2030-03-31,53,133833.83793503576,75759.83630013492,58074.00163490084,1610.6079486505432,1545.9027246755995,False,,
2030-04-30,54,135445.88992615207,77310.22381130955,58135.66611484252,1612.0519911163287,1550.3875111746347,False,,
2030-05-31,55,137059.3859597342,78865.09610898323,58194.28985075098,1613.4960335821147,1554.87229767367,False,,
2030-06-30,56,138674.3260357821,80424.45319315593,58249.87284262618,1614.9400760479004,1559.357084172705,False,,
2030-07-31,57,140290.71015429578,81988.29506382767,58302.415090468116,1616.3841185136862,1563.8418706717403,False,,
2030-08-31,58,141908.53831527525,83556.62172099845,58351.9165942768,1617.8281609794722,1568.3266571707754,False,,
2030-09-30,59,143527.8105187205,85129.43316466825,58398.37735405225,1619.272203445258,1572.8114436698106,False,,
2030-10-31,60,145148.52676463156,86706.72939483711,58441.797369794454,1620.7162459110436,1577.2962301688458,False,,
2030-11-30,61,146770.68705300838,88288.51041150499,58482.17664150339,1622.1602883768294,1581.781016667881,False,,
2030-12-31,62,148394.291383851,89874.7762146719,58519.515169179096,1623.6043308426151,1586.2658031669162,False,,
2031-01-31,63,150019.3397571594,91465.52680433786,58553.81295282155,1625.0483733084009,1590.7505896659513,False,,
2031-02-28,64,151645.8321729336,93060.76218050285,58585.06999243074,1626.4924157741866,1595.2353761649865,False,,
2031-03-31,65,153273.76863117356,94660.48234316686,58613.2862880067,1627.9364582399724,1599.7201626640217,False,,
2031-04-30,66,154903.14913187933,96264.68729232992,58638.4618395494,1629.3805007057585,1604.2049491630569,False,,
2031-05-31,67,156533.97367505086,97873.37702799201,58660.59664705885,1630.824543171544,1608.689735662092,False,,
2031-06-30,68,158166.2422606882,99486.55155015315,58679.69071053504,1632.26858563733,1613.1745221611272,False,,
2031-07-31,69,159799.9548887913,101104.21085881331,58695.744029978,1633.7126281031158,1617.6593086601624,False,,
2031-08-31,70,161435.1115593602,102726.3549539725,58708.756605387694,1635.1566705689015,1622.1440951591976,False,,
2031-09-30,71,163071.71227239489,104352.98383563074,58718.72843676414,1636.6007130346873,1626.6288816582328,False,,
2031-10-31,72,164709.75702789536,105984.09750378801,58725.65952410735,1638.044755500473,1631.113668157268,False,,
2031-11-30,73,166349.24582586164,107619.69595844431,58729.54986741733,1639.488797966259,1635.5984546563031,False,,
2031-12-31,74,167990.17866629368,109259.77919959965,58730.39946669403,1640.9328404320447,1640.0832411553383,False,,
2032-01-31,75,169632.5555491915,110904.34722725402,58728.20832193746,1642.3768828978305,1644.5680276543735,False,,
2032-02-29,76,171276.37647455512,112553.40004140744,58722.976433147676,1643.8209253636162,1649.0528141534087,False,,
2032-03-31,77,172921.6414423845,114206.93764205989,58714.70380032463,1645.264967829402,1653.5376006524439,False,,
2032-04-30,78,174568.3504526797,115864.96002921136,58703.39042346834,1646.7090102951877,1658.022387151479,False,,
2032-05-31,79,176216.50350544066,117527.46720286188,58689.03630257878,1648.1530527609737,1662.5071736505142,False,,
2032-06-30,80,177866.1006006674,119194.45916301143,58671.641437655984,1649.5970952267592,1666.9919601495494,False,,
2032-07-31,81,179517.14173836,120865.93590966001,58651.20582869998,1651.0411376925454,1671.4767466485846,False,,
2032-08-31,82,181169.6269185183,122541.89744280763,58627.72947571067,1652.485180158331,1675.9615331476198,False,,
2032-09-30,83,182823.5561411424,124222.34376245429,58601.21237868813,1653.9292226241168,1680.446319646655,False,,
2032-10-31,84,184478.92940623232,125907.27486859998,58571.654537632334,1655.3732650899026,1684.9311061456901,False,,
2032-11-30,85,186135.74671378802,127596.69076124471,58539.055952543305,1656.8173075556883,1689.4158926447253,False,,
2032-12-31,86,187794.00806380948,129290.59144038847,58503.41662342101,1658.261350021474,1693.9006791437605,False,,
2033-01-31,87,189453.71345629674,130988.97690603127,58464.73655026547,1659.7053924872598,1698.3854656427957,False,,
2033-02-28,88,191114.8628912498,132691.8471581731,58423.015733076696,1661.1494349530458,1702.8702521418309,False,,
2033-03-31,89,192777.45636866862,134399.20219681397,58378.25417185464,1662.5934774188315,1707.355038640866,False,,
2033-04-30,90,194441.49388855323,136111.04202195388,58330.45186659935,1664.0375198846173,1711.8398251399012,False,,
2033-05-31,91,196106.97545090364,137827.3666335928,58279.60881731083,1665.481562350403,1716.3246116389364,False,,
