Date,Month,Buying_Discounted_CF,Renting_Discounted_CF,Buying_Cumulative_NPV,Renting_Cumulative_NPV,Buying_Net_CF,Renting_Net_CF
2034-12-31,110,-1185.5408384117693,-1261.6048188166083,-199415.44858723442,-392750.85613505705,-1692.918369200333,-1801.5355551206048
2035-01-31,111,-1182.6803053445337,-1260.6185514849885,-200598.12889257897,-394011.47468654206,-1694.362411666119,-1806.02034161964
2035-02-28,112,-1179.8258173467598,-1259.6252876550059,-201777.95470992572,-395271.0999741971,-1695.8064541319047,-1810.5051281186752
2035-03-31,113,-1176.9773654252808,-1258.6250834879356,-202954.932075351,-396529.72505768505,-1697.2504965976905,-1814.9899146177104
2035-04-30,114,-1174.1349405812555,-1257.617994853034,-204129.06701593226,-397787.34305253805,-1698.6945390634762,-1819.4747011167456
2035-05-31,115,-1171.2985338103001,-1256.6040773288453,-205300.36554974256,-399043.9471298669,-1700.138581529262,-1823.9594876157807
2035-06-30,116,-1168.4681361026214,-1255.5833862045054,-206468.8336858452,-400299.53051607136,-1701.5826239950477,-1828.444274114816
2035-07-31,117,-1165.643738443147,-1254.5559764810364,-207634.47742428834,-401554.0864925524,-1703.0266664608334,-1832.929060613851
2035-08-31,118,-1162.825331811657,-1253.5219028726408,-208797.3027561,-402807.608395425,-1704.4707089266194,-1837.4138471128863
2035-09-30,119,-1160.012907182911,-1252.4812198079858,-209957.3156632829,-404060.089615233,-1705.9147513924052,-1841.8986336119215
2035-10-31,120,121708.69646233994,332070.4573870598,-88248.61920094297,-71989.63222817323,-1707.3587938581911,-1846.3834201109566
