RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31
102001,0,United States,country,,1246.9085843800945,1252.2716269402467,1257.626536304229,1262.9248860923612,1267.2094562300174,1271.7177845500114,1276.4307431822529,1281.714126106425,1287.149251325515,1292.243464232353,1297.4271600936233,1302.4978642490291,1307.0581395978109,1310.2476413742163,1312.356724776549,1315.767228235541,1319.6817755257557,1324.398178966024,1328.4498679312023,1332.6634473040904,1336.03744049746,1339.58338489911,1342.780394386939,1346.608193656016,1352.385122207821,1359.8133506923143,1367.865948692959,1374.0520442281854,1379.2422036769776,1384.1246105361595,1389.0233107212448,1393.418088459083,1398.9529858014723,1403.9385208879296,1409.238556970135,1414.3299610441,1419.291896415681,1424.130133113582,1428.9746767468675,1433.947107311538,1438.7597468888375,1443.6576586868262,1448.609761482512,1454.2839352599483,1459.3806680447808,1465.1464392073312,1471.1704303973188,1477.4710310312328,1482.3408016221322,1486.81383132044,1491.3522904980282,1496.5207992409994,1502.3148478504647,1508.0611259228374,1513.927899859987,1519.456909576511,1525.0539309781448,1530.3928690702612,1535.468815019356,1540.348718646801,1546.0660316627134,1551.906117925571,1557.6132332370285,1560.1648748265677,1563.0355709948649,1568.571013912583,1579.466070481758,1591.0474172951103,1603.7084904188177,1616.1571686813031,1628.3643589999847,1640.353749405315,1653.1735106168608,1666.208355294216,1679.789511582988,1695.8791187581216,1715.4698739827375,1735.8904204829935,1755.5220671520003,1775.8219066528818,1796.0984261735252,1814.823985891879,1832.4873818126491,1849.462657027071,1865.8292593145716,1882.2383808013155,1897.7675169937422,1914.227895970677,1928.0429736391009,1941.9356907074887,1953.046609874435,1962.9273129751712,1970.6357136471331,1979.0300415208108,1985.6699751687538,1993.8885570285638,2000.4735218503697,2007.754879859071,2015.8051827679753,2024.630780167153,2033.3883389729008,2040.3771805768076,2047.9108026526044,2055.448316150899,2063.10717302178,2070.1942244488814,2076.8873179348657,2083.839484001943,2091.371366902531,2099.408900841127,2107.5926985650763,2114.7956308126145,2121.9717508114372,2129.0118456396654,2136.644058781831,2143.768236514791,2150.039096350845,2156.2603787120806,2164.7973993593428,2171.965900040195,2179.115675827037,2185.0236438493043,2190.1464079602965,2194.924800222576,2199.83476429244,2205.3370994861193,2210.374725454618,2215.6441424734653,2221.546287860127,2227.2178647535534
394913,1,"New York, NY",msa,NY,1999.1039698113718,2015.402826285212,2026.1744072571298,2029.3999165471705,2025.52442588613,2034.4951971357252,2040.079709656664,2047.9643818533832,2054.8160693296268,2062.935531849519,2070.128723414389,2077.975788523061,2084.2716879906607,2089.0486673742853,2088.8067308360237,2093.737282135749,2099.019417396073,2102.1819810081133,2108.271050586109,2112.5785182298464,2113.986046312979,2114.4774595236463,2127.5173045058027,2140.4422780976342,2156.011667789578,2159.737123684598,2169.8370505884445,2173.8892922994073,2182.8980472046555,2186.5666530889084,2195.114445553969,2197.1950475986228,2220.5863544430713,2232.6832786556865,2236.4265049014493,2225.101617233739,2225.0111660347466,2231.3528370210083,2232.110665284372,2238.117077080877,2244.2018170114957,2251.3635871933184,2257.110750471917,2271.807006642193,2280.9880923875485,2280.6636978283777,2286.5144757854914,2289.86604281476,2298.1262149977456,2305.3778830827237,2315.0345946677403,2322.856791217068,2328.4154044252296,2335.9502856079625,2341.887758427021,2344.6739226904006,2342.176528426747,2353.07685559304,2361.014408019225,2378.5594590160877,2386.5727633535002,2394.8799268444113,2389.8690308435616,2397.1751525858085,2407.3066842844855,2416.2926798400053,2427.9636682568866,2440.416065710602,2459.1135111679673,2458.731684368063,2483.3087191354452,2485.2879989034523,2512.268069602684,2519.4230822640075,2545.4435206464077,2560.420130639987,2571.175374435306,2591.7656616591744,2612.515895023601,2636.8434195215714,2648.397476353331,2678.3580638204025,2687.724613331387,2724.9706749962716,2746.0662275128434,2781.4793375814165,2793.9274454547945,2814.169627998663,2843.2019839958243,2868.652694885908,2892.2140893419305,2910.285669453059,2931.3590790263665,2945.5119604173724,2954.9665511010953,2955.8102125154664,2962.5212617512357,2984.0205864129234,3012.2785080303684,3041.020198163314,3056.07121456405,3061.2502750692306,3071.2026315867465,3083.030371328077,3105.528834387886,3113.8270441531777,3127.4184263254847,3138.488491267473,3161.5458052747354,3180.0539047598263,3203.2861768482708,3206.261259556132,3210.3249814169703,3217.5748608305703,3237.592341303734,3252.261184110065,3261.5303096180996,3267.056002171655,3284.903942546449,3303.2194398495512,3311.6466066968064,3313.3504730301133,3312.4230549280064,3325.7077201355046,3343.3404640378008,3363.969388297717,3372.5756012763495,3385.404370347586,3396.6305229309414,3418.6061985580577
753899,2,"Los Angeles, CA",msa,CA,2456.1121888098255,2469.29160760671,2481.435532471457,2487.011258307204,2492.523022154458,2503.1211227158633,2516.7389885974717,2528.4181152592632,2545.311594907383,2559.864151112578,2572.906366692851,2587.0498850557674,2600.226291241276,2613.299633571659,2623.392569315999,2630.6951920975257,2646.0630084496006,2656.3215949946866,2668.0810142871037,2674.7745878747205,2680.8510643677373,2687.2209797833784,2690.4673226103564,2698.899600811787,2714.0577719639787,2734.9937799841437,2753.452019761234,2771.442364732783,2782.229987195682,2791.0821970448314,2800.8043609363435,2810.5249985158207,2823.6612738241683,2828.9991821493995,2842.39953206475,2852.737892388993,2866.9692613265684,2876.4133742948025,2882.6444657747825,2893.914417583181,2897.9793343825336,2913.5470713354675,2922.5909856762623,2936.594226677307,2947.098056367698,2962.7799926248317,2981.4298848036724,2991.500189001464,2998.159610270096,2998.4555444891344,3008.5372456047808,3015.73633848539,3030.4479524317685,3038.040141048557,3049.7101067287995,3058.484840646037,3067.9319861922327,3077.0765989078045,3080.407656050382,3090.777022623662,3100.4278160036342,3116.167962569089,3105.707613796734,3102.7233813446983,3099.004118868599,3112.744331808943,3138.1235304285565,3153.8290968560236,3170.0835990539417,3181.460759225584,3203.401690050188,3219.601601465205,3248.2780819080954,3266.797113822241,3295.588642073305,3315.1089144306143,3343.018543401694,3367.85304354393,3393.6027258099007,3436.821501368816,3477.9694165733977,3513.965946953208,3541.223180835432,3575.7433828959474,3606.050172625605,3644.823579062085,3675.7706157359526,3714.823943311573,3744.1816792431955,3768.6871522293554,3788.72695610532,3796.4791015714795,3808.399942256298,3826.5548143507963,3842.544165546207,3850.9693911422637,3846.828797324624,3846.934728779781,3860.319605499362,3888.5142787502436,3914.701904356747,3938.034879328987,3955.0552708629525,3977.357657561392,3988.6838656430937,4002.765923281845,4015.8240721733573,4037.8841313714765,4031.8349644681066,4034.7831622706562,4034.2309930585193,4061.150367504965,4077.869688272103,4097.82102319514,4119.211388195348,4136.518875276439,4154.445942998602,4165.446403776586,4185.70505484018,4199.78063852367,4241.2076605892225,4270.945532734463,4296.926762341978,4291.027368125215,4295.388164137291,4299.242877827527,4305.476020666022,4313.492001921883,4324.747507773398,4337.564598259775
394463,3,"Chicago, IL",msa,IL,1450.896615957227,1452.4048302510819,1455.0691108478036,1462.4920620131961,1467.4526331401892,1471.8676170749718,1473.8366324823928,1476.8529645492217,1478.4689696553846,1480.819226540717,1484.9356691666808,1493.7745382416015,1498.1111208223822,1501.6252118997602,1502.4618937712244,1503.8777378862744,1504.39046780885,1505.207528633642,1510.2456967050282,1517.2901185710484,1520.3597495041272,1522.618374915914,1523.4765554002809,1522.503293702942,1527.4675869550956,1532.6541908286856,1540.9498020767483,1545.3528002626185,1550.2910125576548,1553.9034758438715,1556.9777143927588,1556.8696915801806,1559.8287916314111,1561.4517290357292,1566.429845195327,1571.5207466738036,1574.0577032167073,1577.645611644805,1580.2827293604596,1588.032297660433,1591.0023540414193,1594.545434726063,1595.6277766003445,1599.8552750524052,1604.4994395911224,1610.8318564768015,1615.0201382062155,1617.385120260178,1622.9237036538225,1624.2214841919176,1626.9912510389756,1627.5409123421914,1631.963164522173,1636.6674612638153,1642.878659668763,1647.868042500065,1651.9544118977153,1655.6202324221072,1659.6306955553011,1665.3998089865631,1669.0351124722374,1675.6313822089794,1678.3254491248922,1682.6990227044266,1680.2789641727345,1684.3858147494257,1691.9471308373888,1703.9974473299324,1708.138502909269,1714.9206733380693,1722.5350397978145,1735.9182162698612,1749.802899955026,1760.311177453633,1768.8134853427237,1776.9009822468963,1791.1715047428784,1806.2537924403741,1820.119252205618,1832.6085572579234,1853.0141838279903,1870.097877683859,1888.4822737101217,1897.1885185330045,1903.0902288514646,1909.746932024978,1924.870812910613,1943.6383198577898,1963.7563451650417,1975.5733780443447,1989.248310019891,1998.944599815338,2008.9676701218098,2019.3326938257271,2024.6187349214272,2036.5855172665879,2049.9711877490436,2064.040624679733,2072.2912677216727,2082.801183037057,2093.6913978008397,2110.43597117786,2119.445933669348,2132.405502202733,2139.401664644895,2152.6166386495497,2168.273043902637,2182.647021560363,2198.0914864710826,2205.518547682256,2219.7697711699393,2232.7648561342603,2244.474310708358,2252.793086695296,2262.079947844489,2277.858348969953,2291.3724450287436,2306.184979474151,2317.587781273168,2328.2504541302687,2337.587760364849,2352.5984558089053,2363.0242436863095,2372.158467639291,2381.2833199906922,2391.6062922801907,2404.487186498304,2410.674537296881,2420.950197982197,2426.4947764395088
394514,4,"Dallas, TX",msa,TX,1378.7329331513245,1384.6228583203647,1389.735588947004,1396.7828335533354,1402.7924940391522,1408.9534305217476,1415.3609494356097,1420.630374090072,1426.797170111786,1433.266787473754,1440.6673618756854,1446.9977326545725,1450.9047573533815,1456.8070625802657,1461.2666044446605,1467.3415350604917,1471.8754806911336,1477.4862044543681,1482.7276595275289,1488.524690339974,1493.57977115653,1497.484376590645,1501.025024231505,1504.7200552486152,1512.9188219051632,1519.5161704170127,1529.0213340301489,1534.3118237300162,1541.1323221854086,1544.7148093254225,1550.4634277991333,1555.8682162402793,1560.6219134427515,1565.1856761264607,1570.4426992731928,1577.4833440421783,1582.929667509689,1587.9960716905696,1590.8320331695177,1595.6038040781846,1596.970278435849,1603.4833431977079,1606.634261613406,1612.5457032357463,1617.628852434119,1622.6080807636226,1625.1159001499975,1630.5732435980674,1635.83023657868,1641.2601831130194,1645.9147789358612,1650.6410452240234,1657.4446251242484,1661.4755117501536,1666.937107671254,1670.1421720406497,1674.2475410825073,1678.5751612828185,1684.3476966370376,1686.7748448548286,1689.0699631961763,1691.5133797920384,1702.3753538999358,1704.5845473802551,1706.2778322534214,1709.570538927582,1719.4783187786018,1729.7194190616065,1740.9850808329552,1752.7147091352238,1767.5659465289157,1783.8593296958602,1800.2208209977307,1815.2177109958045,1828.7996968089883,1847.4044447392748,1869.9229545896617,1893.8940395235095,1917.1320696829919,1941.413753963341,1966.6688182704936,1990.5086121260001,2006.5076960231847,2021.3774524155417,2036.3154768208003,2056.5470429042493,2074.798923406614,2093.3503080046444,2109.4475740788425,2127.8060823788132,2140.4867657139125,2150.7158565790405,2157.655950516168,2167.610593836833,2177.5106469423868,2187.7546922203314,2193.234636162513,2197.4707129436792,2202.74316017681,2207.336077215567,2215.3982694255033,2220.3569369310935,2229.063556799779,2235.371604544395,2239.806582268284,2240.461547376476,2247.81142727577,2254.282661355215,2261.416674747067,2262.9150108092895,2269.2959254575458,2273.7652054601976,2277.0281527266966,2280.5639680511717,2284.542975561881,2292.015133710229,2293.726096812485,2294.368118572867,2296.30703091596,2298.158068435302,2301.091651289192,2307.138299704444,2308.7909689009216,2311.3750970908436,2313.036311974214,2315.0105775488764,2315.58763242111,2314.677115943818,2319.211766236622,2325.361047274029
394692,5,"Houston, TX",msa,TX,1522.4718997900966,1527.0841761522017,1534.5488337739575,1537.1627559271676,1538.5381859920828,1538.7690967196036,1540.4818346441878,1542.9064301983972,1543.9219009893948,1546.593200264669,1550.4756274338931,1551.7006879515181,1553.337550633346,1551.3713915146193,1552.529842403783,1549.2749111519763,1547.0609642137676,1545.341210055355,1545.6473820794993,1546.137133268441,1543.3254245835185,1540.3786373065884,1535.8922516193952,1535.7305808322778,1538.2269690530918,1547.233599716842,1554.0982595166877,1557.9921161873679,1558.9528826479104,1560.1467295076193,1563.1122441200555,1566.2210989718853,1576.1631188277606,1586.4192738228699,1596.816677689579,1600.9460569845849,1604.588384233343,1606.2622916266107,1607.1268300871868,1606.7718241057235,1607.8477162365755,1611.3763680052496,1613.4987818181357,1617.5605109841254,1617.7797566922325,1619.7858279056104,1619.8300463211792,1623.435973107245,1624.9809123120942,1627.80350181363,1630.4697391816082,1636.5577067169427,1642.8049709691873,1646.9798372129214,1650.9083101565604,1653.2862881371286,1656.0242219057352,1657.3686076430565,1660.6265985206887,1663.5661379963005,1667.9434906350214,1671.1252380402095,1674.2692096641413,1672.6708056183693,1672.5523632667255,1672.4914515222529,1683.726916425087,1695.2156932244386,1707.6037339113263,1716.5454083364264,1726.257265372189,1736.8395996062477,1750.43702447399,1761.40212914476,1772.372718906664,1785.0883813076202,1802.1838112288572,1818.743880853894,1828.6202798946576,1841.3368584554787,1853.610230760357,1870.9287841420473,1884.7237650443321,1898.3611841597158,1908.8337751449376,1920.1730825345574,1929.4234891111175,1940.9087989418742,1949.042764532685,1962.8851232151467,1973.166591776909,1982.666883777117,1989.081721839951,1997.2001343336992,2002.5653755068722,2008.1171500531125,2011.5106890907161,2018.7528496293794,2027.3295208491984,2034.304304981644,2043.1107394378857,2050.5969749131996,2061.601389950792,2067.382941871992,2071.7313277575154,2073.3388530122866,2077.1730655093756,2082.617449630239,2088.498903070636,2097.492391129158,2101.151484944459,2107.5015721634963,2111.0572836415895,2118.838034523694,2123.375727224345,2129.8529713015437,2133.8478065174054,2137.462722267244,2144.362343228618,2149.22847615147,2154.773073473504,2155.2559871319004,2159.028182519153,2160.395107601045,2163.0729998483444,2161.4891046536272,2161.142410233014,2161.368865465943,2164.1724122075643,2167.3879927837165
395209,6,"Washington, DC",msa,VA,2042.7180056320099,2052.3257306457676,2059.441558906646,2062.139899581755,2061.89702326416,2064.344180976574,2065.742458692771,2066.9862961874846,2073.9937786300156,2079.836785594981,2088.686112509704,2092.401304050989,2096.2732629555867,2099.337228571467,2100.703901159485,2100.546384828548,2101.889054520045,2104.291468872312,2111.389049641407,2118.9147955797407,2119.726381153676,2123.832863828767,2124.689120641038,2129.6613129436587,2134.3681630839887,2140.645111843936,2149.1371510513873,2153.890888481693,2157.7731571767904,2162.2692210069627,2165.26983517343,2167.6174391085406,2171.386980276958,2175.4229616693983,2180.130590518331,2189.2257646098824,2195.3310382783247,2198.1482802601963,2197.7548276584284,2201.6959852226473,2209.1824688302368,2215.5567150073807,2221.2203958226746,2226.17541306356,2228.9199811876047,2232.061446486446,2240.2535932424303,2248.121419598187,2251.4084022789098,2256.209609452778,2264.0132481027977,2270.7988579541343,2275.074569485938,2279.5704180389243,2284.379234724317,2289.901051662539,2297.6331387130176,2304.272181763934,2307.247081500399,2307.610141277132,2313.016181766374,2318.546283130212,2332.6537092044714,2335.8863193549882,2340.371185623567,2343.0419950546398,2352.1291437528635,2362.2525480895606,2372.7768763785634,2380.81058219041,2391.2228934855398,2401.9053664218563,2414.279665497538,2419.605201144259,2429.588954685634,2441.9384700568185,2462.3927345305597,2478.9689433269345,2496.739214564913,2513.2085224284747,2530.7586620982906,2549.6833704783658,2566.306782002447,2580.359872615105,2595.2890701717797,2614.0812766274043,2630.116761219448,2648.558851718244,2660.829491997677,2676.9436625313906,2688.2544296067813,2697.931187747871,2712.254144252116,2720.5377535441153,2732.6297776488163,2748.2106323347125,2760.6084622201283,2772.7156897035297,2776.8602488524607,2788.433302589163,2803.7153890394097,2820.4893358288796,2835.7030043502346,2850.408175505239,2860.5344102796175,2879.09550509844,2891.214081051628,2906.82543657107,2910.5529586130097,2921.8619342062225,2931.0490401452084,2951.4286271178635,2966.2610494498413,2984.100465708742,2994.209316060796,3006.4001616672117,3013.474079817993,3023.876781005528,3036.185893606927,3043.9014019122405,3061.760347675103,3072.5308457243077,3088.8564202243465,3091.2233408229968,3096.5577835674612,3097.420090994678,3105.5349059126947,3112.01762887906,3123.038373643997,3127.6548339474452
394974,7,"Philadelphia, PA",msa,PA,1323.0144043801808,1328.3510273814002,1334.9631644009553,1337.6774564184177,1341.1064017625517,1342.4581224088026,1347.4089181158897,1349.4216931976327,1354.697375867524,1357.804653285788,1358.7687088853543,1360.5987346623351,1361.775466704168,1366.5794844132058,1369.679642101869,1375.381981729703,1378.9038062049383,1384.7957763660916,1387.4255090604206,1391.5338962499357,1390.8122189209153,1392.9803559213367,1399.0186574705767,1406.3681431298676,1413.4053420081411,1417.1037204825052,1421.036117896402,1424.0888880199566,1426.2318268762574,1426.0724330486166,1430.281489827745,1435.2990474109163,1442.741768928399,1447.819033208782,1451.7876476498911,1455.532289112718,1456.4357711480461,1459.82936083335,1465.5948164040965,1471.621874097279,1478.5006989637207,1482.2433893293323,1484.8380107407645,1487.449387404504,1493.073375582317,1498.6750207272955,1505.4396509239643,1508.1398420626851,1514.975060570378,1519.8479855043254,1523.8134721331837,1527.672320894328,1531.8614600694489,1539.276425053642,1546.0485302399886,1552.2623175807535,1555.9215644224414,1560.3142944689782,1563.7023565734123,1570.1735049818783,1575.0603813108316,1580.9549761722046,1586.1628938473903,1589.3355569633525,1594.1528575061063,1598.7740074079704,1610.6352959973328,1619.8712013636775,1633.2768460834056,1640.2695602413548,1648.1705578944423,1655.132335984189,1667.9136958466026,1680.7919671974614,1687.3435351981857,1700.0833831139917,1714.118998402912,1729.0016140896482,1740.4852028959203,1754.7076793411313,1760.8139876315327,1775.8600055922511,1791.9374868769537,1817.8941314081924,1832.5129456758912,1841.6276605541382,1853.6324989891232,1864.7450910156142,1877.853823479593,1890.736381805552,1903.7958973650102,1915.5058445834688,1925.1007189754482,1927.5519004801006,1932.555865111271,1933.4018153734228,1943.5380714052112,1952.7638793108083,1966.9115453794948,1977.5777734592089,1984.244424452515,1991.0759468245951,1998.1500677656572,2004.6840784750475,2018.228097953318,2034.5365953368844,2045.9379542763165,2048.804937767799,2052.4589612570294,2061.8086190651557,2077.445325719741,2087.8251129188675,2098.466325704451,2104.4978534119155,2106.4080209457757,2117.1313917999732,2124.926706266751,2137.787305889139,2146.099046404559,2160.6148652143006,2171.5415606120337,2179.122507844581,2178.1968115840446,2182.677526880396,2187.983432237774,2196.2342027961286,2207.0601091068797,2210.765638626993,2213.1480745893355,2210.578127895608
394856,8,"Miami, FL",msa,FL,1714.6835071761147,1724.0675915356355,1737.120270677495,1746.2092572888978,1751.2278919639211,1756.750081127872,1763.8812826052288,1773.3144617572686,1783.7142775861416,1791.806539647034,1803.7901395832587,1810.7725463678585,1821.8671494969676,1821.8988582862953,1824.6408475514827,1825.5182995887008,1832.7911178646596,1835.3768964443627,1838.7095662850134,1841.4174551244828,1847.6986306259407,1850.7406807238324,1856.072316114397,1859.0650932411575,1866.0937026877007,1876.1960835976388,1887.7852502707858,1895.0714201630992,1897.3847397677905,1902.606240965312,1911.010850748629,1918.5408906146768,1922.0751137399757,1926.6455540673537,1929.0961761564897,1938.8927356219297,1946.0962586615558,1953.9714846342708,1955.432664263014,1962.5636019147041,1969.828631765933,1975.9966978706548,1978.7157341974826,1985.9282766126914,1992.4739312576653,1999.692206658175,2003.4140630642146,2006.392934363076,2012.258601267802,2017.512930997141,2024.5559169933063,2030.086840353861,2036.8888807903463,2044.1366978540009,2052.3916043625063,2057.743387871025,2064.9641012915795,2072.004360330617,2082.4379788981696,2090.614704065081,2097.1455323407645,2103.7627619330315,2109.6001880947624,2114.654512314028,2115.812597520724,2122.6874811689554,2136.1719464323237,2151.3723515119855,2168.946004690517,,2221.9254067560983,2248.991041941168,2266.487824885271,2292.3543903992654,2311.281066324407,2341.7705171985435,2376.0349929079184,2424.185585313044,2479.858341606457,2541.5780386887686,2607.3655385255333,2652.7045502392343,2709.6048599506066,2762.708684541106,2829.9978968731184,2879.3677949809226,2935.012315738114,2989.862068605493,3047.4590764075715,3087.0008791919645,3112.576086318353,3127.5790405002867,3132.5362742776297,3144.614410871357,3150.7727300515826,3162.120023303048,3166.2167602602717,3170.8762873123655,3179.9459691520433,3190.999157543792,3205.8304461382136,3220.4608600244637,3226.1603708286316,3232.8833586524106,3243.3096923641515,3264.202933825151,3275.606970750182,3276.2145619555986,3277.914258231027,3291.976069498964,3304.5378859510693,3311.9883145605586,3315.510106944453,3319.3980789324182,3329.289468991302,3344.016181103298,3356.783353705975,3351.3083678864677,3360.67601012344,3374.5852678209603,3386.4143674523025,3390.4638024145647,3390.656189610384,3392.099579652343,3392.564200530685,3394.8370699754105,3398.0766623780064,3397.562410392112,3397.089345862772,3402.97793621986
394347,9,"Atlanta, GA",msa,GA,1098.2682367794819,1103.771879561395,1106.7445317944057,1112.8232694774508,1116.3254636810907,1123.0528731828185,1127.9031513866087,1133.1345861865361,1138.0683893587031,1142.807148253136,1146.447708811308,1151.3309651374514,1157.4874218192042,1164.3057262937696,1168.9309661456036,1172.3685278964738,1176.8970810735243,1182.1281974357275,1188.4483482315202,1194.7175680898797,1199.2605269439507,1204.9866237988383,1208.452504819744,1213.373408158193,1218.4141550736413,1225.5668084181054,1234.1808024233483,1241.652145643661,1248.7579723262188,1255.1516618288647,1263.3023742744176,1269.2913308236025,1276.7064932627513,1278.8433149100865,1287.2109906756941,1291.793240150644,1300.3013950815123,1304.0701047194661,1311.6192652423183,1317.4773441263917,1324.3188404255977,1328.061175043247,1333.387599901001,1338.7212405854482,1345.303767151289,1354.4868686874263,1362.7131491977348,1371.0407244244377,1377.0394917656402,1382.6958115946,1387.1566109011337,1393.7654667579427,1399.723432116733,1408.3319082293772,1414.638219296579,1422.0844309413528,1428.1839647168335,1434.7003904753788,1439.2726961831875,1445.4095791793984,1451.2864284155376,1459.444392197551,1468.236551656033,1475.1387586031874,1481.835487572419,1490.3900471795278,1503.4383653087045,1517.9554946810636,1533.8340619836206,1550.2082177535285,1566.5566655760736,1583.1195419468145,1602.4894589135858,1623.7031393517989,1644.1142873930216,1668.0949000905855,1690.8951183329311,1715.6489720124541,1736.3990890465875,1762.9815813283165,1787.117420521719,1812.6444189893734,1831.4394099537499,1845.4844492119598,1858.010746014627,1868.4580873217926,1882.800158883922,1894.8152701044453,1910.8470734496084,1927.7664571217915,1946.1085562847484,1958.2467257847866,1968.4128566447816,1976.9345185584045,1985.9094995409778,1999.741204207614,2003.1336999681832,2006.603349838643,2008.304581201946,2014.6524992320371,2022.2705423299674,2022.8797348992791,2026.8564745095007,2028.3429214898797,2033.8597691118823,2033.3178822357802,2035.5585389100925,2037.6665045019417,2052.1064596204333,2065.05693529719,2076.9461533590083,2081.111876567229,2084.3417325243827,2092.6419696525186,2098.994528713235,2106.659006706368,2108.605792230258,2117.1486966614502,2125.916509595613,2133.1265645532408,2135.7848965560997,2139.7002183996333,2144.2769778594566,2152.737669274548,2160.3681965155643,2167.2377106559147,2173.7792559079767,2181.6465848151524,2192.4021447556834,2201.3564182038494
