Date,Month,Buying_Discounted_CF,Renting_Discounted_CF,Buying_Cumulative_NPV,Renting_Cumulative_NPV,Buying_Net_CF,Renting_Net_CF,City
2025-11-30,1,-51997.02493121481,-1314.387556505798,-51997.02493121481,-251314.3875565058,-51997.02493121481,-1314.387556505798,Buffalo
2025-12-31,2,-1531.946604726715,-1315.5930396888186,-53528.97153594152,-252629.98059619463,-1536.9617992708131,-1319.899948960032,Buffalo
2026-01-31,3,-1528.3824089046295,-1315.21980862911,-55057.35394484615,-253945.20040482373,-1538.405841736599,-1323.8452791489638,Buffalo
2026-02-28,4,-1524.825161965442,-1314.9157308285644,-56582.17910681159,-255260.1161356523,-1539.8498842023848,-1327.8721301020528,Buffalo
2026-03-31,5,-1521.274856509875,-1314.3165810620565,-58103.453963321466,-256574.43271671436,-1541.2939266681706,-1331.6122036998067,Buffalo
2026-04-30,6,-1517.7314851129513,-1314.2608445803564,-59621.185448434415,-257888.6935612947,-1542.7379691339563,-1335.914900737059,Buffalo
2026-05-31,7,-1514.1950403242397,-1314.3435406036335,-61135.38048875865,-259203.03710189837,-1544.1820115997425,-1340.3726722205115,Buffalo
2026-06-30,8,-1510.6655146681014,-1313.879421823629,-62646.04600342675,-260516.916523722,-1545.626054065528,-1344.2858439231134,Buffalo
2026-07-31,9,-1507.1429006439328,-1313.7804578040673,-64153.18890407069,-261830.69698152604,-1547.0700965313138,-1348.5851001968651,Buffalo
2026-08-31,10,-1503.627190726408,-1313.55654487242,-65656.81609479709,-263144.25352639845,-1548.5141389970995,-1352.7694196088976,Buffalo
2026-09-30,11,-1500.118377365721,-1312.9741295179078,-67156.93447216281,-264457.2276559164,-1549.9581814628852,-1356.5962692017974,Buffalo
2026-10-31,12,-1496.616452987825,-1313.4902070086607,-68653.55092515064,-265770.717862925,-1551.402223928671,-1361.5723816169643,Buffalo
2026-11-30,13,-1493.12140999467,-1313.3932380260896,-70146.67233514531,-267084.1111009511,-1552.846266394457,-1365.9289675471332,Buffalo
2026-12-31,14,-1489.633240764441,-1313.6853360593727,-71636.30557590975,-268397.79643701046,-1554.2903088602427,-1370.705440005535,Buffalo
2027-01-31,15,-1486.1519376517963,-1313.6774697324213,-73122.45751356155,-269711.47390674293,-1555.734351326029,-1375.1845383016494,Buffalo
2027-02-28,16,-1482.6774929880962,-1313.7681685912733,-74605.13500654964,-271025.2420753342,-1557.1783937918144,-1379.781790886197,Buffalo
2027-03-31,17,-1479.2098990816426,-1313.9485415373028,-76084.34490563128,-272339.19061687146,-1558.6224362576002,-1384.4888938340982,Buffalo
2027-04-30,18,-1475.7491482179082,-1313.7528168248907,-77560.09405384919,-273652.94343369635,-1560.066478723386,-1388.8144427065613,Buffalo
2027-05-31,19,-1472.295232659768,-1313.8084022433875,-79032.38928650896,-274966.75183593977,-1561.5105211891716,-1393.420013473528,Buffalo
2027-06-30,20,-1468.848144647728,-1313.4532366294288,-80501.23743115668,-276280.2050725692,-1562.9545636549574,-1397.6037875785155,Buffalo
2027-07-31,21,-1465.4078764001558,-1313.5383935218883,-81966.64530755684,-277593.74346609105,-1564.3986061207434,-1402.2700880792836,Buffalo
2027-08-31,22,-1461.9744201135045,-1313.263042801217,-83428.61972767035,-278907.0065088923,-1565.842648586529,-1406.565842014534,Buffalo
2027-09-30,23,-1458.5477679625408,-1313.2524062275563,-84887.1674956329,-280220.25891511986,-1567.2866910523148,-1411.159143007059,Buffalo
2027-10-31,24,-1455.12791210057,-1313.3126996268247,-86342.29540773346,-281533.5716147467,-1568.7307335181006,-1415.8439113783106,Buffalo
2027-11-30,25,-1451.714844659658,-1313.1737219013564,-87794.01025239311,-282846.745336648,-1570.1747759838863,-1420.3286976085074,Buffalo
2027-12-31,26,-1448.308557750854,-1313.0216676064092,-89242.31881014397,-284159.76700425445,-1571.618818449672,-1424.813483838704,Buffalo
2028-01-31,27,-1444.9090434644104,-1312.8566235609474,-90687.2278536084,-285472.6236278154,-1573.0628609154578,-1429.2982700689008,Buffalo
2028-02-29,28,-1441.5162938700053,-1312.678676156578,-92128.7441474784,-286785.302303972,-1574.5069033812438,-1433.7830562990976,Buffalo
2028-03-31,29,-1438.130301016958,-1312.4879113594163,-93566.87444849536,-288097.79021533136,-1575.9509458470295,-1438.2678425292945,Buffalo
2028-04-30,30,-1434.7510569344474,-1312.284414711941,-95001.6255054298,-289410.0746300433,-1577.3949883128157,-1442.752628759491,Buffalo
2028-05-31,31,-1431.378553631729,-1312.0682713348451,-96433.00405906154,-290722.14290137816,-1578.8390307786012,-1447.2374149896875,Buffalo
2028-06-30,32,-1428.0127830983486,-1311.8395659288767,-97861.0168421599,-292033.98246730707,-1580.283073244387,-1451.7222012198845,Buffalo
2028-07-31,33,-1424.653737304356,-1311.598382776674,-99285.67057946423,-293345.58085008373,-1581.7271157101727,-1456.2069874500812,Buffalo
2028-08-31,34,-1421.3014082005184,-1311.3448057445914,-100706.97198766476,-294656.9256558283,-1583.1711581759585,-1460.691773680278,Buffalo
2028-09-30,35,-1417.9557877185314,-1311.0789182845197,-102124.9277753833,-295968.0045741128,-1584.6152006417442,-1465.176559910475,Buffalo
2028-10-31,36,-1414.6168677712287,-1310.8008034356972,-103539.54464315451,-297278.80537754856,-1586.0592431075302,-1469.6613461406714,Buffalo
2028-11-30,37,-1411.2846402527912,-1310.510543826514,-104950.82928340732,-298589.31592137506,-1587.503285573316,-1474.146132370868,Buffalo
2028-12-31,38,-1407.959097038956,-1310.2082216763108,-106358.78838044628,-299899.52414305136,-1588.9473280391016,-1478.6309186010649,Buffalo
2029-01-31,39,-1404.6402299872204,-1309.8939187971655,-107763.42861043348,-301209.4180618485,-1590.3913705048874,-1483.1157048312616,Buffalo
2029-02-28,40,-1401.3280309370516,-1309.5677165956793,-109164.75664137054,-302518.9857784442,-1591.8354129706731,-1487.6004910614583,Buffalo
2029-03-31,41,-1398.0224917100868,-1309.229696074748,-110562.77913308062,-303828.21547451895,-1593.279455436459,-1492.085277291655,Buffalo
2029-04-30,42,-1394.7236041103388,-1308.8799378353333,-111957.50273719095,-305137.0954123543,-1594.7234979022448,-1496.5700635218518,Buffalo
2029-05-31,43,-1391.4313599243974,-1308.5185220782212,-113348.93409711534,-306445.6139344325,-1596.1675403680306,-1501.0548497520483,Buffalo
2029-06-30,44,-1388.1457509216314,-1308.145528605776,-114737.07984803696,-307753.7594630383,-1597.6115828338166,-1505.5396359822453,Buffalo
2029-07-31,45,-1384.8667688543867,-1307.761036823687,-116121.94661689136,-309061.520499862,-1599.0556252996023,-1510.024422212442,Buffalo
2029-08-31,46,-1381.5944054581862,-1307.365125742706,-117503.54102234956,-310368.88562560466,-1600.499667765388,-1514.5092084426387,Buffalo
2029-09-30,47,-1378.3286524519274,-1306.9578739803817,-118881.86967480148,-311675.84349958505,-1601.9437102311738,-1518.9939946728357,Buffalo
