Date,Month,Buying_Discounted_CF,Renting_Discounted_CF,Buying_Cumulative_NPV,Renting_Cumulative_NPV,Buying_Net_CF,Renting_Net_CF
2031-08-31,70,-1117.7181723089677,-1465.5962188136632,-126347.99259248922,-345761.5009376864,-1400.470654027097,-1836.3524419232917
2031-09-30,71,-1115.2780955412431,-1468.7343588532822,-127463.27068803046,-347230.2352965397,-1401.9880713258722,-1846.3090589611666
2031-10-31,72,-1112.8420420436735,-1471.8803076409654,-128576.11273007414,-348702.1156041806,-1403.5054886271323,-1856.3210341896977
2031-11-30,73,-1110.410011540341,-1475.0338375750769,-129686.52274161448,-350177.1494417557,-1405.0229059303567,-1866.3883676088851
2031-12-31,74,-1107.9820037143795,-1478.194722923552,-130794.50474532886,-351655.3441646793,-1406.5403232351325,-1876.5110592187289
2032-01-31,75,-1105.5580182082258,-1481.3627398125914,-131900.06276353708,-353136.7069044919,-1408.0577405411348,-1886.689109019229
2032-02-29,76,-1103.1380546238734,-1484.5376662154188,-133003.20081816096,-354621.24457070726,-1409.5751578481056,-1896.922517010385
2032-03-31,77,-1100.722112523129,-1487.7192819410973,-134103.9229306841,-356108.9638526484,-1411.092575155842,-1907.2112831921975
2032-04-30,78,-1098.3101914278695,-1490.9073686233992,-135202.23312211197,-357599.8712212718,-1412.609992464183,-1917.5554075646662
2032-05-31,79,-1095.9022908203008,-1494.1017097097392,-136298.13541293226,-359093.97293098154,-1414.1274097730022,-1927.9548901277913
2032-06-30,80,-1093.4984101432144,-1497.302090450163,-137391.63382307548,-360591.2750214317,-1415.6448270821988,-1938.4097308815726
2032-07-31,81,-1091.0985488002473,-1500.5082978863918,-138482.73237187573,-362091.7833193181,-1417.1622443916938,-1948.91992982601
2032-08-31,82,-1088.7027061561394,-1503.7201208409285,-139571.43507803188,-363595.503440159,-1418.6796617014247,-1959.4854869611038
2032-09-30,83,-1086.3108815369892,-1506.9373499062149,-140657.74595956886,-365102.4407900652,-1420.1970790113417,-1970.1064022868538
2032-10-31,84,-1083.923074230514,-1510.1597774338504,-141741.66903379938,-366612.60056749906,-1421.714496321406,-1980.7826758032602
2032-11-30,85,-1081.5392834863028,-1513.3871975238658,-142823.2083172857,-368125.9877650229,-1423.2319136315864,-1991.5143075103229
2032-12-31,86,-1079.159508516073,-1516.61940601405,-143902.36782580178,-369642.607171037,-1424.749330941859,-2002.3012974080416
2033-01-31,87,-1076.7837484939228,-1519.8562004693379,-144979.1515742957,-371162.4633715063,-1426.2667482522038,-2013.1436454964166
2033-02-28,88,-1074.4120025565865,-1523.0973801712496,-146053.5635768523,-372685.5607516776,-1427.7841655626062,-2024.041351775448
2033-03-31,89,-1072.0442698036848,-1526.3427461073873,-147125.60784665597,-374211.903497785,-1429.3015828730538,-2034.9944162451357
2033-04-30,90,-1069.6805492979765,-1529.5921009609847,-148195.28839595395,-375741.49559874594,-1430.8190001835374,-2046.0028389054794
2033-05-31,91,-1067.3208400656074,-1532.8452491005153,-149262.60923601955,-377274.34084784647,-1432.3364174940489,-2057.0666197564797
2033-06-30,92,-1064.9651410963597,-1536.1019965693497,-150327.5743771159,-378810.44284441584,-1433.8538348045831,-2068.185758798136
2033-07-31,93,-1062.6134513438997,-1539.3621510754729,-151390.1878284598,-380349.8049954913,-1435.371252115135,-2079.360256030448
2033-08-31,94,-1060.2657697260222,-1542.6255219812515,-152450.45359818582,-381892.43051747256,-1436.8886694257008,-2090.5901114534167
2033-09-30,95,-1057.922095124898,-1545.8919202932552,-153508.37569331072,-383438.3224377658,-1438.4060867362775,-2101.8753250670416
2033-10-31,96,-1055.5824263873164,-1549.1611586521344,-154563.95811969804,-384987.48359641794,-1439.9235040468632,-2113.215896871323
2033-11-30,97,-1053.2467623249277,-1552.4330513225473,-155617.20488202298,-386539.9166477405,-1441.4409213574554,-2124.6118268662603
2033-12-31,98,-1050.9151017144854,-1555.707414183142,-156668.11998373747,-388095.62406192365,-1442.9583386680533,-2136.063115051854
2034-01-31,99,-1048.5874432980875,-1558.9840647165938,-157716.70742703555,-389654.6081266402,-1444.4757559786556,-2147.569761428104
2034-02-28,100,-1046.263785783412,-1562.262821999687,-158762.97121281896,-391216.87094863993,-1445.993173289261,-2159.13176599501
2034-03-31,101,-1043.9441278439597,-1565.5435066934594,-159806.9153406629,-392782.4144553334,-1447.5105905998691,-2170.7491287525727
2034-04-30,102,-1041.6284681192874,-1568.8259410333903,-160848.54380878218,-394351.2403963668,-1449.0280079104793,-2182.4218497007914
2034-05-31,103,-1039.3168052152448,-1572.1099488196442,-161887.8606139974,-395923.3503451864,-1450.5454252210914,-2194.1499288396662
2034-06-30,104,-1037.00913770421,-1575.3953554073655,-162924.86975170163,-397498.7457005938,-1452.062842531705,-2205.9333661691976
2034-07-31,105,-1034.7054641253198,-1578.6819876970237,-163959.57521582695,-399077.42768829083,-1453.5802598423193,-2217.772161689385
2034-08-31,106,-1032.405782984705,-1581.9696741248097,-164991.98099881166,-400659.3973624157,-1455.0976771529345,-2229.666315400229
2034-09-30,107,-1030.1100927557195,-1585.2582446530832,-166022.0910915674,-402244.65560706874,-1456.6150944635503,-2241.615827301729
2034-10-31,108,-1027.8183918791713,-1588.5475307608713,-167049.90948344656,-403833.2031378296,-1458.1325117741667,-2253.620697393885
2034-11-30,109,-1025.5306787635495,-1591.8373654344143,-168075.4401622101,-405425.04050326406,-1459.6499290847835,-2265.680925676698
2034-12-31,110,-1023.2469517852538,-1595.1275831577652,-169098.68711399537,-407020.1680864218,-1461.1673463954007,-2277.7965121501666
2035-01-31,111,-1020.9672092888189,-1598.418019903438,-170119.6543232842,-408618.58610632527,-1462.684763706018,-2289.967456814292
2035-02-28,112,-1018.6914495871415,-1601.7085131231026,-171138.34577287134,-410220.29461944837,-1464.2021810166357,-2302.193759669073
2035-03-31,113,-1016.419670961703,-1604.9989017383327,-172154.76544383305,-411825.2935211867,-1465.7195983272534,-2314.4754207145106
2035-04-30,114,-1014.1518716627933,-1608.2890261314021,-173168.91731549584,-413433.5825473181,-1467.237015637871,-2326.8124399506046
2035-05-31,115,-1011.8880499097326,-1611.5787281361265,-174180.80536540557,-415045.1612754542,-1468.754432948489,-2339.2048173773546
2035-06-30,116,-1009.6282038910919,-1614.867851028759,-175190.43356929667,-416660.02912648296,-1470.271850259107,-2351.652552994761
2035-07-31,117,-1007.3723317649126,-1618.1562395189292,-176197.80590106157,-418278.1853660019,-1471.7892675697253,-2364.155646802824
2035-08-31,118,-1005.1204316589249,-1621.4437397406336,-177202.9263327205,-419899.62910574256,-1473.3066848803433,-2376.7140988015426
2035-09-30,119,-1002.8725016707659,-1624.7301992432726,-178205.79883439126,-421524.3593049858,-1474.8241021909616,-2389.327908990918
2035-10-31,120,117214.13079394192,331693.87590150855,-60991.66804044934,-89830.48340347724,-1476.3415195015798,-2401.9970773709492
